Id del anuncio;Tipo de inmueble;Dirección;Precio;Habitaciones;Baños;Barrio;Ascensor (Sí/No);Parking (Sí/No)
106585764;Piso;calle del Vinalopó;1600;4;2;La Vega Baixa;Sí;No
105818069;Piso;avenida de Blasco Ibáñez;1300;4;2;Ciutat Jardí;Sí;No
103902845;Piso;calle Rafael Janini;1250;3;1;L'Illa Perduda;Sí;No
106077044;Piso;avenida de Blasco Ibáñez;2000;4;2;Ciutat Jardí;Sí;No
37128879;Piso;calle del Doctor Vicente Pallarés;1350;3;1;L'Amistat;Sí;No
104146789;Piso;avenida Cardenal Benlloch;2000;4;2;L'Amistat;Sí;No
105937274;Piso;calle del Músic Ginés;1600;4;2;Ciutat Jardí;Sí;No
105890768;Piso;calle de l'Explorador Andrés;1300;4;2;Ciutat Jardí;Sí;No
105252345;Piso;calle Manuel Martí;1350;3;1;L'Amistat;Sí;No
106351216;Ático;plaza de Fra Lluís Colomer;1500;4;2;La Carrasca;Sí;No
100035425;Piso;Av Blasco Ibáñez;1200;3;1;Ciutat Jardí;Sí;No
106305882;Piso;Barrio Ciutat Jardí;1600;4;2;Ciutat Jardí;Sí;No
82713130;Piso;Concha Espina;950;3;1;L'Amistat;Sí;No
102487921;Piso;avenida Cardenal Benlloch;1100;3;1;L'Amistat;Sí;No
81713536;Piso;Concha Espina;1350;3;1;L'Amistat;Sí;No
90113987;Piso;calle de l'Escultor Alfons Gabino;1600;4;3;Ciutat Jardí;Sí;No
25328165;Piso;calle Pintor Ferrer Calatayud;950;2;1;L'Illa Perduda;Sí;No
81945557;Piso;calle Rubén Darío, Valencia;1050;2;1;La Vega Baixa;Sí;No
81713536;Piso;Concha Espina;1350;3;1;L'Amistat;Sí;No
102557199;Piso;calle Rubén Dario;1450;3;2;La Carrasca;Sí;No
105563092;Piso;Barrio L'Amistat;1150;1;1;L'Amistat;No;No
106358552;Piso;calle del Vinalopó;1700;4;1;La Vega Baixa;Sí;No
40352336;Piso;calle Pedro Juan Núñez, 6;940;3;1;L'Amistat;Sí;No
104504473;Piso;calle Ruben Darío, 24;1700;3;2;La Carrasca;Sí;No
106638659;Piso;Barrio La Carrasca;1000;1;1;La Carrasca;Sí;No
105047394;Piso;calle de l'Explorador Andrés;1600;4;2;Ciutat Jardí;Sí;No
104625564;Piso;calle del Serpis, 78;1780;1;1;Ciutat Jardí;Sí;Sí
95637532;Piso;calle del Serpis, 64;700;1;1;Ciutat Jardí;Sí;No
105692222;Piso;Barrio L'Illa Perduda;1680;4;1;L'Illa Perduda;Sí;No
28353025;Piso;plaza de Honduras, 37;2000;4;2;Ciutat Jardí;Sí;Sí
105621029;Piso;Barrio Ciutat Jardí;1799;4;2;Ciutat Jardí;Sí;No
105737589;Piso;plaza d'Hondures;1150;3;2;Ciutat Jardí;Sí;No
105954546;Piso;Barrio Ciutat Jardí;2200;4;2;Ciutat Jardí;Sí;No
105814427;Piso;Barrio La Vega Baixa;1500;4;1;La Vega Baixa;Sí;No
98753749;Piso;Barrio La Vega Baixa;1600;4;2;La Vega Baixa;Sí;Sí
106383608;Estudio;Barrio La Vega Baixa;1000;0;1;La Vega Baixa;Sí;No
105399206;Piso;calle de la Amistad;1000;1;1;L'Amistat;No;No
106100662;Estudio;Barrio Ciutat Jardí;1210;0;1;Ciutat Jardí;Sí;No
106344762;Estudio;avenida de Blasco Ibáñez, 125;1000;0;1;Ciutat Jardí;Sí;No
105940623;Piso;calle del Doctor Modesto Cogollos, 4;1450;4;2;L'Amistat;Sí;No
106557023;Piso;calle de Ramon Llull, 3;1500;4;1;La Vega Baixa;Sí;Sí
106233973;Piso;calle del Serpis;1800;4;2;La Vega Baixa;Sí;No
104716080;Estudio;calle de la República Argentina, 3  DERECHA;975;0;1;L'Amistat;No;No
106012038;Piso;calle Historiador Claudio Sánchez Albornoz, 12;1500;4;2;La Carrasca;Sí;No
105247483;Piso;Barrio L'Illa Perduda;2000;5;2;L'Illa Perduda;Sí;No
105546546;Piso;plaza d'Olof Palme, 13;1800;4;2;L'Amistat;Sí;No
106362877;Piso;avenida de Blasco Ibáñez;1200;2;2;La Vega Baixa;Sí;No
106348556;Piso;calle del Vinalopó, 5;1700;4;2;La Vega Baixa;Sí;No
105586189;Estudio;calle de Rubén Darío, 38;990;0;1;La Carrasca;No;No
94114379;Piso;calle Poeta Artola, 25;1400;4;2;La Vega Baixa;Sí;No
105589490;Piso;calle de l'Alguer, 8;1750;4;2;L'Illa Perduda;Sí;No
106678950;Piso;calle de Sant Maure;1200;3;1;Ciutat Fallera;No;No
106015159;Piso;calle de Federico Alcácer Aguilar;1300;3;2;Nou Benicalap;Sí;Sí
40189480;Piso;avenida de les Corts Valencianes;1600;4;2;Benicalap;Sí;No
105419389;Piso;Barrio Benicalap;895;3;1;Benicalap;Sí;No
106671383;Piso;calle de Cora Raga;980;3;2;Benicalap;Sí;No
98738628;Piso;calle Garbi, 24;1300;2;1;Benicalap;Sí;No
106649713;Piso;avenida de Pius XII;1600;4;2;Benicalap;Sí;No
106650215;Piso;Barrio Benicalap;2200;3;2;Benicalap;Sí;Sí
106585464;Piso;avenida de Burjassot;1600;4;2;Benicalap;Sí;No
104908909;Piso;plaza de Regino Mas;1300;3;1;Ciutat Fallera;No;No
106052078;Piso;calle Maria Fernanda d'Ocon;1445;3;2;Nou Benicalap;Sí;Sí
97296648;Ático;Av. Cortes Valencianas, 48;2290;3;2;Benicalap;Sí;Sí
95422824;Piso;calle Salvador Rodríguez Bronchú, 1;1750;3;2;Nou Benicalap;Sí;Sí
106626469;Piso;calle de Federico Alcácer Aguilar;1200;3;2;Nou Benicalap;Sí;Sí
106533715;Piso;calle d'Emili Marí;895;3;1;Benicalap;No;No
106484502;Piso;calle d'Amadeu Desfilis;800;3;1;Ciutat Fallera;No;No
106665486;Piso;calle de la Costera;2200;2;2;Benicalap;Sí;Sí
105999487;Piso;Barrio Ciutat Fallera;900;3;1;Ciutat Fallera;No;No
97072880;Piso;calle dels Plàtans;855;1;2;Benicalap;Sí;No
106086766;Piso;calle d'Amadeu Desfilis;800;3;1;Ciutat Fallera;No;No
98655668;Piso;calle dels Plàtans;870;2;2;Benicalap;Sí;No
105997856;Piso;calle Maria Fernanda d'Ocon;1445;3;2;Nou Benicalap;Sí;Sí
104783903;Piso;calle de Maria Fernanda d´Ocon, 5;995;2;2;Nou Benicalap;Sí;Sí
88037641;Duplex;avenida del Doctor Peset Aleixandre;1200;2;1;Benicalap;Sí;No
106587820;Piso;calle d'Encarna Albarracín;1210;2;1;Nou Benicalap;Sí;Sí
106397508;Piso;calle de la Serra Martés;1295;4;2;Benicalap;Sí;Sí
106359498;Piso;calle de la Florista;1100;3;2;Benicalap;Sí;No
91691749;Piso;Av. Hermanos Machado, 161;1100;3;2;Nou Benicalap;Sí;Sí
105997624;Piso;Barrio Ciutat Fallera;1300;4;2;Ciutat Fallera;Sí;No
106395209;Piso;Barrio Benicalap;1100;4;1;Benicalap;Sí;No
102164662;Piso;calle de San José de Pignatelli;1200;3;2;Benicalap;Sí;No
103459193;Piso;calle del Mondúver;1300;3;1;Benicalap;No;No
106256166;Piso;calle Francisco Comes Martínez;1400;3;2;Nou Benicalap;Sí;Sí
106652062;Piso;calle dels Plàtans, 37;950;3;1;Benicalap;No;No
105593684;Piso;Barrio Benicalap;1100;3;1;Benicalap;No;No
106527291;Piso;calle de Sant Josep de Pignatelli, 17;1050;2;2;Benicalap;Sí;No
106280448;Piso;Barrio Nou Benicalap;1250;3;1;Nou Benicalap;Sí;No
106237252;Piso;Barrio Benicalap;1000;1;1;Benicalap;Sí;Sí
104777447;Piso;calle del Foc, 3;1299;3;1;Ciutat Fallera;No;No
106458954;Piso;avenida del Doctor Peset Aleixandre, 122;900;1;1;Benicalap;Sí;No
106608452;Piso;avenida de Burjassot;1600;4;2;Benicalap;Sí;No
106132945;Piso;calle de Salvador Rubio;1300;3;2;Ciutat Fallera;Sí;No
105579556;Piso;calle dels Plàtans;880;2;2;Benicalap;Sí;No
105213785;Piso;avenida de les Corts Valencianes, 30;1400;2;2;Benicalap;Sí;Sí
98550540;Chalet;calle alquerias de bellver;990;3;1;Benicalap;No;Sí
103236318;Piso;Peset Aleixandre, 122;850;1;1;Benicalap;Sí;No
106385667;Piso;avenida de les Corts Valencianes, 24;1200;1;1;Benicalap;Sí;Sí
106528618;Piso;calle del Doctor Nicasi Benlloch, 50;900;1;1;Benicalap;Sí;No
106311311;Piso;avenida de sant Josep artesa, 6;900;2;1;Ciutat Fallera;No;No
105721553;Piso;calle del Doctor Nicasi Benlloch, 54;1150;3;1;Benicalap;Sí;Sí
106012103;Piso;Barrio Benicalap;1100;3;2;Benicalap;Sí;Sí
100378674;Piso;calle de l'Assutzena, 2;850;2;1;Benicalap;No;No
36493834;Piso;Mistral;1200;2;1;Benimaclet;No;No
106594215;Piso;Barrio Benimaclet;1550;3;2;Benimaclet;Sí;No
106685474;Piso;calle de Benicarló, 24;1200;1;1;Benimaclet;Sí;No
106685507;Piso;calle de Benicarló, 24;1400;2;1;Benimaclet;Sí;No
106682203;Piso;calle de Benicarló;1200;2;1;Benimaclet;Sí;No
106674218;Piso;Barrio Benimaclet;980;3;1;Benimaclet;No;No
83247169;Piso;Barrio Benimaclet;800;1;1;Benimaclet;No;No
86808948;Piso;Alboraya, 67;1100;2;2;Benimaclet;Sí;No
106599229;Piso;avenida de Catalunya;1500;3;2;Benimaclet;Sí;No
106586673;Piso;calle de Sant Columbà, 14;1200;3;2;Camí de Vera;Sí;No
106150656;Piso;calle de Masquefa;1550;3;2;Camí de Vera;Sí;No
106248731;Piso;calle de Benicarló;1200;1;1;Benimaclet;Sí;No
105642755;Piso;calle dels Germans Villalonga;1600;4;2;Benimaclet;Sí;No
106193841;Piso;calle de Masquefa, 62;1300;4;2;Camí de Vera;Sí;No
106190178;Piso;calle de Benicarló;850;3;1;Benimaclet;Sí;No
105524934;Estudio;calle dels Germans Villalonga, 36;915;0;1;Benimaclet;No;No
105879562;Estudio;calle dels Germans Villalonga, 36;1200;0;1;Benimaclet;No;No
103450424;Piso;calle d'Emili Baró;1500;3;1;Benimaclet;Sí;No
106404907;Piso;calle de Cofrentes;850;2;1;Benimaclet;Sí;No
88816797;Piso;Hermanos Villalonga;1000;3;1;Benimaclet;No;No
96463981;Piso;calle del Padre Alegre, 15;1100;3;1;Benimaclet;Sí;No
103538074;Piso;calle de Cuenca Tramoyeres, 2;1000;3;1;Benimaclet;Sí;No
105868524;Piso;calle de la Guàrdia Civil;1350;3;2;Benimaclet;Sí;No
106541054;Piso;avenida de Catalunya, 11;1500;3;2;Benimaclet;Sí;No
105158647;Piso;calle del Baró de San Petrillo, 1;1300;3;2;Benimaclet;Sí;No
106591331;Piso;Barrio Camí de Vera;1300;4;2;Camí de Vera;Sí;No
105475873;Piso;calle de Xacarella, 2;1400;4;2;Camí de Vera;Sí;Sí
102224452;Piso;calle de Francesc Martínez, 4;1350;3;1;Benimaclet;Sí;No
106627403;Piso;calle de Benicarló;850;2;1;Benimaclet;No;No
98294580;Piso;enrique navarro;750;3;1;Benimaclet;No;No
97822983;Piso;calle de Benicarló;1400;4;2;Benimaclet;Sí;No
106590864;Piso;Barrio Benimaclet;980;3;1;Benimaclet;No;No
106574199;Piso;calle de Benicarló, 24;1500;2;1;Benimaclet;Sí;No
104593796;Chalet;calle d'Albocàsser, 4;1700;4;1;Benimaclet;No;No
106572538;Piso;Barrio Camí de Vera;1200;3;2;Camí de Vera;Sí;No
106320346;Piso;calle de Carreres Puchalt;1200;3;2;Benimaclet;Sí;No
106554068;Piso;calle d'Utiel, 14;980;3;1;Benimaclet;No;No
106615973;Piso;calle de la Pobla Llarga;1100;3;2;Benimaclet;Sí;Sí
90556064;Piso;Barrio Benimaclet;1400;4;4;Benimaclet;Sí;No
105364131;Piso;Barrio Benimaclet;1300;3;1;Benimaclet;Sí;No
105610581;Piso;calle dels Germans Villalonga, 12;1600;4;2;Benimaclet;Sí;No
106691391;Piso;avenida de França, 15;1900;2;1;Penya-Roja;No;Sí
106555599;Piso;calle del Marí Albesa;1300;1;1;Aiora;Sí;No
106691336;Piso;Barrio Aiora;1300;3;2;Aiora;Sí;No
106631022;Piso;avenida de les Balears;1500;4;2;La Creu del Grau;Sí;No
106689008;Piso;calle de Rodrigo de Pertegás;895;3;1;La Creu del Grau;Sí;No
105330641;Piso;avenida de França;1800;2;2;Penya-Roja;Sí;Sí
106688005;Piso;calle de la Conserva;750;3;1;Aiora;No;No
99777319;Piso;calle Pintor Maella;1395;3;1;Penya-Roja;Sí;No
106685701;Piso;avenida del Port;1250;1;1;Albors;Sí;No
106652982;Estudio;calle de Guillem d'Anglesola, 16;780;0;1;Aiora;Sí;No
106683806;Piso;Barrio Penya-Roja;1200;3;1;Penya-Roja;Sí;No
100626134;Estudio;calle de Guillem d'Anglesola, 1;910;0;1;Aiora;Sí;No
105769368;Piso;calle del Doctor Manuel Candela;1500;3;1;Albors;Sí;No
106680587;Piso;calle del Riu Escalona;1100;3;1;Camí Fondo;No;No
106680260;Piso;calle lo Rat Penat;1600;3;1;Camí Fondo;Sí;No
106679230;Piso;calle del Pintor Maella;1395;3;1;La Creu del Grau;Sí;No
106677906;Piso;avenida de les Balears;1500;4;2;La Creu del Grau;Sí;No
98507607;Piso;calle Islas Canarias;1200;2;2;Camí Fondo;Sí;No
106675269;Piso;Barrio Aiora;1600;2;1;Aiora;No;No
106675280;Piso;calle dels Sants Just i Pastor;1100;2;1;Aiora;Sí;No
106675063;Piso;paseo de l'Albereda, 65;950;1;1;Penya-Roja;Sí;Sí
106662444;Piso;calle del Doctor Manuel Candela, 18;1380;2;2;Aiora;Sí;No
106655294;Piso;Barrio La Creu del Grau;1500;3;2;La Creu del Grau;Sí;No
106654498;Piso;calle del Duc de Gaeta, 3;1700;3;1;Aiora;Sí;No
106651065;Piso;paseo de l'Albereda;2400;4;3;Penya-Roja;Sí;Sí
105709244;Piso;calle de Trafalgar, 52;2400;2;2;Penya-Roja;Sí;No
106659721;Piso;Barrio Penya-Roja;2300;3;2;Penya-Roja;Sí;Sí
103471908;Piso;Barrio Albors;1850;2;3;Albors;No;No
106443531;Piso;paseo de l'Albereda;2500;1;1;Penya-Roja;Sí;Sí
106442937;Piso;calle d'Eivissa;1250;2;1;La Creu del Grau;No;No
106516597;Piso;calle de Rodrigo de Pertegás;1990;5;2;La Creu del Grau;Sí;No
106457045;Piso;paseo de l'Albereda;2500;1;1;Penya-Roja;Sí;Sí
106357052;Piso;paseo de l'Albereda;2500;3;2;Penya-Roja;Sí;Sí
106613531;Piso;calle de José Meliá Sinisterra;1800;3;2;Penya-Roja;Sí;Sí
104769156;Piso;calle de l'Alcalde Cano Coloma;1200;3;1;Aiora;No;No
102536778;Ático;calle d'Astúries;4200;3;3;Penya-Roja;Sí;Sí
101007862;Piso;calle del Doctor Manuel Candela;1550;3;2;Albors;Sí;No
106619844;Piso;alameda de la, 47;2750;3;2;Penya-Roja;Sí;Sí
106609911;Piso;Barrio La Creu del Grau;1400;1;1;La Creu del Grau;Sí;No
106018616;Piso;calle de José Meliá Sinisterra;1600;3;2;Penya-Roja;Sí;No
106160336;Piso;calle de Rodríguez de Cepeda, 1;1620;3;2;Albors;Sí;No
104779477;Piso;calle de Higinio Noja (Professor);1150;2;1;La Creu del Grau;Sí;No
103920293;Piso;Barrio La Creu del Grau;1800;2;2;La Creu del Grau;Sí;No
106133378;Piso;Barrio Penya-Roja;2600;3;2;Penya-Roja;Sí;Sí
106497429;Piso;calle del Pintor Maella;1500;3;2;La Creu del Grau;Sí;No
106598192;Piso;paseo de l'Albereda;2750;3;2;Penya-Roja;Sí;Sí
106498483;Piso;calle del Riu Escalona;995;3;1;Camí Fondo;No;No
106444270;Piso;calle de Carolina Álvarez;1400;3;2;La Creu del Grau;Sí;Sí
106085631;Piso;Barrio Albors;2200;2;2;Albors;No;No
105958550;Piso;calle del Ferro;1000;2;2;Aiora;Sí;Sí
106604395;Ático;Av. Puerto - Ático Pintor Maella, próximo Av. Baleares, Ciudad Ciencias, 17;1499;2;1;La Creu del Grau;Sí;Sí
106626418;Piso;calle lo Rat Penat;1600;3;1;Camí Fondo;Sí;No
105764432;Piso;avenida del Port;1200;3;2;La Creu del Grau;Sí;Sí
106532525;Piso;Barrio Aiora;800;2;1;Aiora;Sí;No
106054915;Piso;calle de l'Humanista Furió, 7;1300;4;2;Aiora;Sí;No
94087857;Piso;avenida FRANCIA;2100;4;2;Penya-Roja;Sí;Sí
106373159;Piso;calle de l'Humanista Furió, 7;1300;5;2;Aiora;Sí;No
106439973;Piso;calle de Vicente Raga;2200;3;2;Penya-Roja;Sí;Sí
106634665;Piso;calle de la Peanya, 9;1650;4;3;Aiora;Sí;No
85549716;Duplex;avenida de Francia;3490;4;4;Penya-Roja;Sí;Sí
104992432;Piso;calle de Víctor Moya;1040;3;1;Aiora;No;No
106634459;Piso;calle de Luis Bolinches Compañ, 18;2200;3;2;Penya-Roja;No;Sí
105403516;Ático;calle de Cèsar Simon (Poeta);1650;3;2;Aiora;Sí;No
102120543;Ático;Barrio Penya-Roja;3000;4;4;Penya-Roja;Sí;Sí
102096032;Piso;calle de los Hierros;1350;3;1;Aiora;No;No
106585023;Piso;calle dels Lleons;1800;2;1;Aiora;Sí;No
106009026;Piso;calle de Higinio Noja;3000;4;2;La Creu del Grau;Sí;Sí
106070876;Piso;calle de la Dama d'Elx;2500;3;1;La Creu del Grau;Sí;Sí
106569674;Duplex;avenida del Port;1800;5;2;Aiora;Sí;Sí
106062700;Piso;calle de Guillem d'Anglesola;3000;3;2;Aiora;Sí;No
105369755;Piso;Barrio Penya-Roja;3000;4;2;Penya-Roja;Sí;Sí
106525093;Piso;avenida del Port;1200;2;2;La Creu del Grau;Sí;Sí
99957154;Piso;calle Pintor Maella, 3;1200;3;1;La Creu del Grau;Sí;No
101086068;Piso;calle Vicente Beltrán Grimal, 23;1400;2;2;Penya-Roja;Sí;Sí
105050309;Piso;calle del Doctor Manuel Candela, 7;1380;2;2;Albors;Sí;No
105588152;Piso;calle de l'Arquitecte Gascó;1690;4;1;Aiora;No;No
106296985;Piso;plaza del Equipo Crónica;1800;2;2;Camí Fondo;Sí;Sí
87596763;Piso;calle Río Escalona, 3;1300;4;2;Camí Fondo;Sí;Sí
105323784;Piso;calle d'Eivissa;1800;3;2;La Creu del Grau;Sí;Sí
92118039;Piso;avenida de Francia, 2;2100;4;2;Penya-Roja;Sí;Sí
106650723;Piso;calle de la Dama d'Elx, 1;980;3;1;La Creu del Grau;No;No
103127112;Piso;calle de Borriol;1520;4;1;Aiora;Sí;No
106185292;Piso;avenida de França;1900;3;2;Penya-Roja;Sí;Sí
105691825;Piso;calle del Riu Escalona;1950;4;2;Camí Fondo;Sí;No
106449619;Piso;calle de Vicente Beltrán Grimal;2500;4;2;Penya-Roja;Sí;Sí
83207677;Piso;calle de Peris Brell, 45;1050;3;1;Aiora;Sí;No
105581929;Piso;calle dels Lleons, 37;1800;3;1;Aiora;Sí;No
106617697;Estudio;calle de les Illes Canàries, 130;950;0;1;La Creu del Grau;Sí;No
105939670;Piso;calle del Doctor Manuel Candela;1550;3;2;Albors;Sí;No
106233563;Piso;avenida del Port;1245;3;1;La Creu del Grau;Sí;No
106593166;Piso;plaza de Sant Felip Neri;850;3;1;Albors;Sí;No
105508948;Chalet;calle de Josep Faus;1800;3;2;Camí Fondo;No;No
102835633;Piso;calle d'Eduard Boscà;1395;2;2;Penya-Roja;Sí;No
93569482;Piso;avenida de França;2100;4;2;Penya-Roja;Sí;Sí
95258877;Piso;Pintor Maella, 3;1100;3;1;La Creu del Grau;Sí;No
106005509;Piso;calle de l'Arquitecte Gascó, 7;950;3;1;Aiora;No;No
102500260;Piso;Alameda;2500;4;3;Penya-Roja;Sí;Sí
104154388;Piso;calle de la Peanya;1500;4;2;Aiora;Sí;No
104762036;Duplex;calle de Cèsar Simon (Poeta);1590;4;2;Aiora;Sí;Sí
105784450;Piso;calle del Duc de Gaeta;2000;3;1;Aiora;Sí;No
106342189;Duplex;calle de Cèsar Simon (Poeta);1500;3;2;Aiora;Sí;No
105243142;Piso;calle dels Lleons;1900;3;2;Aiora;Sí;No
37321144;Piso;avenida de França;2100;4;3;Penya-Roja;Sí;Sí
106524621;Piso;avenida de França;1950;3;2;Penya-Roja;Sí;Sí
106567474;Piso;Barrio Penya-Roja;1800;2;2;Penya-Roja;Sí;Sí
106246084;Piso;avenida de França;2695;4;2;Penya-Roja;Sí;Sí
106340518;Piso;calle d'Astúries;1550;3;2;Camí Fondo;No;No
106005537;Piso;calle d'Abén al Abbar;2000;2;2;Albors;Sí;No
105691239;Piso;calle de l'Alcalde Cano Coloma, 6;1100;3;1;Aiora;No;No
105512800;Ático;Barrio Aiora;2000;1;1;Aiora;Sí;No
106065408;Chalet;calle d'Andrés Mancebo;1800;3;2;Camí Fondo;No;No
39393458;Piso;calle del Doctor Manuel Candela;1100;3;1;Aiora;Sí;No
82055804;Piso;calle Doctor Manuel Candela, Valencia;1250;4;2;Albors;Sí;No
106182699;Piso;calle de Luis Bolinches Compañ;1800;3;2;Penya-Roja;Sí;Sí
99199215;Duplex;avenida de Francia;1980;3;3;Penya-Roja;Sí;Sí
95905256;Duplex;calle de Cèsar Simon (Poeta);1500;4;2;Aiora;Sí;No
82056671;Piso;calle Doctor Manuel Candela, Valencia;1250;4;2;Albors;Sí;No
106616360;Piso;avenida Del Baleares;1500;3;1;La Creu del Grau;No;No
103242396;Piso;Barrio Albors;1200;3;1;Albors;No;No
102541414;Piso;calle de l'Actor Llorens;1600;3;2;Albors;Sí;No
102541414;Piso;calle de l'Actor Llorens;1600;3;2;Albors;Sí;No
106425202;Piso;Barrio Penya-Roja;1800;3;2;Penya-Roja;Sí;Sí
105863685;Piso;Barrio La Creu del Grau;1990;5;2;La Creu del Grau;Sí;No
106515322;Piso;calle del Doctor Manuel Candela, 11;1000;1;2;Albors;Sí;Sí
105986438;Piso;Barrio Albors;1550;3;2;Albors;Sí;No
82488625;Piso;Barrio Penya-Roja;2500;4;3;Penya-Roja;Sí;Sí
87113960;Piso;Barrio Penya-Roja;2500;3;2;Penya-Roja;Sí;Sí
106537265;Piso;calle dels Lleons;1900;3;2;Aiora;Sí;No
